Education_Sector,Entity_Type,School_Number,School_Name,School_Type,School_Status,Address,Address_Town,Address_State,Address_Postcode,Postal Address,Postal_Town,State Code,Postal_Postcode,Phone Number,LGA_ID,LGA_Name,Latitude,Longitude
Government,1,1003,Diamond Creek Primary School,Primary,O,17 Clyde Street ,Diamond Creek,VIC,3089,17 Clyde Street,Diamond Creek,VIC,3089,(039) 438-1108,571,Nillumbik (S),145.1516539,-37.67184929
Government,1,1004,Hesket Primary School,Primary,O,800 Romsey Road ,Hesket,VIC,3442,PO Box 654,Woodend,VIC,3442,(035) 427-0330,413,Macedon Ranges (S),144.6197775,-37.34780909
Government,1,1008,Axedale Primary School,Primary,O,81 High Street ,Axedale,VIC,3551,81 High Street,Axedale,VIC,3551,(035) 439-7232,262,Greater Bendigo (C),144.50146,-36.786228
Government,1,1022,Vermont Primary School,Primary,O,4-10 Nurlendi Road ,Vermont,VIC,3133,Nurlendi Road,Vermont,VIC,3133,(039) 874-2511,698,Whitehorse (C),145.194176,-37.837658
Government,1,1023,Tarnagulla Primary School,Primary,O,51 Stanley Street ,Tarnagulla,VIC,3551,51 Stanley Street,Tarnagulla,VIC,3551,(035) 438-7355,394,Loddon (S),143.828403,-36.771263
Government,1,1026,Balwyn Primary School,Primary,O,86B Balwyn Road ,Balwyn,VIC,3103,86B Balwyn Road,Balwyn,VIC,3103,(039) 836-7121,111,Boroondara (C),145.081524,-37.813944
Government,1,1028,Scoresby Primary School,Primary,O,11 Ingrid Street ,Scoresby,VIC,3179,11 Ingrid Street,Scoresby,VIC,3179,(039) 763-7484,367,Knox (C),145.227501,-37.89395
Government,1,1030,Carisbrook Primary School,Primary,O,2 Camp Street ,Carisbrook,VIC,3464,2 Camp Street,Carisbrook,VIC,3464,(035) 464-2444,167,Central Goldfields (S),143.812657,-37.052061
Government,1,1033,Wandin Yallock Primary School,Primary,O,105 Beenak Road ,Wandin North,VIC,3139,105 Beenak Road,Wandin North,VIC,3139,(035) 964-4276,745,Yarra Ranges (S),145.4364086,-37.79035398
Government,1,1034,Yering Primary School,Primary,O,22-24 Melba Highway ,Yering,VIC,3770,P O Box 139,Coldstream,VIC,3770,(039) 739-1451,745,Yarra Ranges (S),145.3822185,-37.7053494
Government,1,1035,Dartmoor Primary School,Primary,O,76 Greenham Street ,Dartmoor,VIC,3304,P O Box 35,Dartmoor,VIC,3304,(035) 528-1382,241,Glenelg (S),141.276732,-37.923017
Government,1,1051,Mickleham Primary School,Primary,O,1880 Mickleham Road ,Mickleham,VIC,3064,1880 Mickleham Road,Mickleham,VIC,3064,(039) 745-2250,327,Hume (C),144.877199,-37.563336
Government,1,1052,Inglewood Primary School,Primary,O,77 Sullivan Street ,Inglewood,VIC,3517,77 Sullivan Street,Inglewood,VIC,3517,(035) 438-3303,394,Loddon (S),143.870446,-36.573945
Government,1,1054,Chewton Primary School,Primary,O,1 Hunter Street ,Chewton,VIC,3451,1 Hunter Street,Chewton,VIC,3451,(035) 472-2557,543,Mount Alexander (S),144.261164,-37.082327
Government,1,1070,Bolinda Primary School,Primary,O,1 Mullalys Road ,Bolinda,VIC,3432,1 Mullalys Road,Bolinda,VIC,3432,(035) 428-5317,413,Macedon Ranges (S),144.7454039,-37.43373498
Government,1,1072,Napoleons Primary School,Primary,O,4721 Colac-Ballarat Road ,Napoleons,VIC,3352,4721 Colac-Ballarat Road,Napoleons,VIC,3352,(035) 342-0414,249,Golden Plains (S),143.826459,-37.67862938
Government,1,1075,Kew Primary School,Primary,O,Peel Street ,Kew,VIC,3101,Peel Street,Kew,VIC,3101,(039) 853-8325,111,Boroondara (C),145.033156,-37.80463
Government,1,1076,Haddon Primary School,Primary,O,398 Sago Hill Road ,Haddon,VIC,3351,398 Sago Hill Road,Haddon,VIC,3351,(035) 342-4487,249,Golden Plains (S),143.7217144,-37.58863962
Government,1,1079,Panmure Primary School,Primary,O,8759 Princes Highway ,Panmure,VIC,3265,C/o Post Office Panmure,Panmure,VIC,3265,(035) 567-6264,549,Moyne (S),142.732528,-38.32935021
Government,1,1081,Dargo Primary School,Primary,O,137 Lind Avenue ,Dargo,VIC,3862,137 Lind Avenue,Dargo,VIC,3862,(035) 140-1379,681,Wellington (S),147.249612,-37.459165
Government,1,1090,Sorrento Primary School,Primary,O,32 Kerferd Avenue ,Sorrento,VIC,3943,PO Box 121,Sorrento,VIC,3943,(035) 984-2130,534,Mornington Peninsula (S),144.740919,-38.341789
Government,1,1091,Alfredton Primary School,Primary,O,89a Cuthberts Road ,Alfredton,VIC,3350,89a Cuthberts Road,Alfredton,VIC,3350,(035) 334-1572,57,Ballarat (C),143.8017398,-37.55496802
Government,1,1097,Bridgewater Primary School,Primary,O,34 - 44 Eldon Street ,Bridgewater On Loddon,VIC,3516,PO BOX 62,Bridgewater,VIC,3516,(035) 437-3081,394,Loddon (S),143.945917,-36.603101
Government,1,1098,Hastings Primary School,Primary,O,10 - 20 Hodgins Road ,Hastings,VIC,3915,10 - 20 Hodgins Road,Hastings,VIC,3915,(035) 979-1517,534,Mornington Peninsula (S),145.189121,-38.299463
Government,1,1103,Yackandandah Primary School,Primary,O,39 High Street ,Yackandandah,VIC,3749,39 High Street,Yackandandah,VIC,3749,(026) 027-1431,335,Indigo (S),146.836458,-36.312095
Government,1,1104,Nagambie Primary School,Primary,O,31 Goulburn Street ,Nagambie,VIC,3608,31 Goulburn Street,Nagambie,VIC,3608,(035) 794-2273,643,Strathbogie (S),145.157226,-36.787589
Government,1,1108,Heyfield Primary School,Primary,O,22 Temple Street ,Heyfield,VIC,3858,P O Box 172,Heyfield,VIC,3858,(035) 148-2666,681,Wellington (S),146.784936,-37.982114
Government,1,1111,Moorabbin Primary School,Primary,O,61 Worthing Road ,Moorabbin,VIC,3189,61 Worthing Road,Moorabbin,VIC,3189,(039) 555-1101,343,Kingston (C),145.039171,-37.942362
Government,1,1112,Mansfield Primary School,Primary,O,4 Apollo Street ,Mansfield,VIC,3722,P O Box 401,Mansfield,VIC,3724,(035) 775-2325,425,Mansfield (S),146.085062,-37.055507
Government,1,1115,Middle Indigo Primary School,Primary,O,710 Indigo Creek Road ,Indigo Valley,VIC,3688,710 Indigo Creek Rd,Indigo Valley,VIC,3688,(026) 026-9235,335,Indigo (S),146.72484,-36.156013
Government,1,1117,Briagolong Primary School,Primary,O,2 Church Street ,Briagolong,VIC,3860,2 Church Street,Briagolong,VIC,3860,(035) 145-5260,681,Wellington (S),147.067843,-37.842801
Government,1,1120,Lindenow Primary School,Primary,O,140 Henry Street ,Lindenow,VIC,3865,140 HENRY STREET,Lindenow,VIC,3865,(035) 157-1340,211,East Gippsland (S),147.453266,-37.800879
Government,1,1125,Broadford Primary School,Primary,O,17-23 Powlett Street ,Broadford,VIC,3658,P O Box 109,Broadford,VIC,3658,(035) 784-1221,485,Mitchell (S),145.046301,-37.20257
Government,1,1126,Murchison Primary School,Primary,O,8-10 Impey Street ,Murchison,VIC,3610,P O Box 85,Murchison,VIC,3610,(035) 826-2391,283,Greater Shepparton (C),145.214287,-36.61718
Government,1,1134,Panton Hill Primary School,Primary,O,585 Kangaroo Grd-St Andrews Rd ,Panton Hill,VIC,3759,585 Kangaroo Grd-St Andrews Rd,Panton Hill,VIC,3759,(039) 719-7202,571,Nillumbik (S),145.2395564,-37.64160566
Government,1,1135,Glen Park Primary School,Primary,O,265 Ralstons Road ,Glen Park,VIC,3352,265 Ralstons Road,Glen Park,VIC,3352,(035) 334-5360,515,Moorabool (S),143.934795,-37.524779
Government,1,1136,Concongella Primary School,Primary,O,61 Concongella School Road ,CONCONGELLA,VIC,3384,61 Concongella School Road,Concongella,VIC,3384,(035) 358-1811,581,Northern Grampians (S),142.822316,-37.049558
Government,1,1141,Bruthen Primary School,Primary,O,31 Great Alpine Road ,Bruthen,VIC,3885,P O Box 101,Bruthen,VIC,3885,(035) 157-5445,211,East Gippsland (S),147.833492,-37.704214
Government,1,1142,Swan Hill Primary School,Primary,O,123 Gray Street ,Swan Hill,VIC,3585,P O Box 798,Swan Hill,VIC,3585,(035) 032-1336,661,Swan Hill (RC),143.54325,-35.346911
Government,1,1144,Porepunkah Primary School,Primary,O,2 Martley Street ,Porepunkah,VIC,3740,2 Martley Street,Porepunkah,VIC,3740,(035) 756-2253,11,Alpine (S),146.911022,-36.699486
Government,1,1146,Leopold Primary School,Primary,O,1 Kensington Road ,Leopold,VIC,3224,P O Box 42,Leopold,VIC,3224,(035) 250-1233,275,Greater Geelong (C),144.464536,-38.18689
Government,1,1147,Inverleigh Primary School,Primary,O,54 High Street ,Inverleigh,VIC,3321,54 High St,Inverleigh,VIC,3321,(035) 265-1340,249,Golden Plains (S),144.0546877,-38.10094228
Government,1,1148,Glen Iris Primary School,Primary,O,170 Glen Iris Road ,Glen Iris,VIC,3146,170 Glen Iris Road,Glen Iris,VIC,3146,(039) 885-3624,111,Boroondara (C),145.065883,-37.860436
Government,1,1150,Trawalla Primary School,Primary,O,11 Trawalla Road ,Trawalla,VIC,3373,11 Trawalla Road,Trawalla,VIC,3373,(035) 349-2047,599,Pyrenees (S),143.469859,-37.437731
Government,1,1165,Quarry Hill Primary School,Primary,O,25 Peel Street ,Quarry Hill,VIC,3550,P O Box 2118,Bendigo Dc,VIC,3554,(035) 443-3537,262,Greater Bendigo (C),144.280277,-36.77507
Government,1,1167,Sebastopol Primary School,Primary,O,9 Warreen Street ,Sebastopol,VIC,3356,P O Box 246,Sebastopol,VIC,3356,(035) 335-8157,57,Ballarat (C),143.844719,-37.59643401
Government,1,1176,Woodside Primary School,Primary,O,41 Beach Road ,Woodside,VIC,3874,41 Beach Road,Woodside,VIC,3874,(035) 187-1272,681,Wellington (S),146.87668,-38.526681
Government,1,1178,Noorat Primary School,Primary,O,MacKinnon's Bridge Road ,Noorat,VIC,3265,MacKinnon's Bridge Road,Noorat,VIC,3265,(035) 592-5282,183,Corangamite (S),142.928735,-38.190751
Government,1,1181,Albert Park Primary School,Primary,O,Bridport Street ,Albert Park,VIC,3206,Victoria St,Albert Park,VIC,3206,(039) 699-9090,590,Port Phillip (C),144.952395,-37.841787
Government,1,1183,Williamstown Primary School,Primary,O,Cecil Street ,Williamstown,VIC,3016,Cnr. Electra & Parker Street,Williamstown,VIC,3016,(039) 397-1248,311,Hobsons Bay (C),144.899736,-37.863809
Government,1,1184,Boneo Primary School,Primary,O,582 Boneo Road ,Boneo,VIC,3939,PO Box 300,Rye,VIC,3941,(035) 988-6253,534,Mornington Peninsula (S),144.886977,-38.412073
Government,1,1190,Queenscliff Primary School,Primary,O,Cnr Stokes & Stevens Street ,Queenscliff,VIC,3225,P O Box 91,Queenscliff,VIC,3225,(035) 258-1696,608,Queenscliffe (B),144.656211,-38.267224
Government,1,1194,Portland North Primary School,Primary,O,42 School Road ,Portland North,VIC,3305,42 School Road,Portland North,VIC,3305,(035) 523-1482,241,Glenelg (S),141.572331,-38.317639
Government,1,1207,Timor Primary School,Primary,O,395 Bet Bet Creek Road ,Timor,VIC,3465,395 Bet Bet Creek Road,Timor,VIC,3465,(035) 461-2595,167,Central Goldfields (S),143.711987,-36.984224
Government,1,1208,Apsley Primary School,Primary,O,Laidlaw Street ,Apsley,VIC,3319,P O Box 68,Apsley,VIC,3319,(035) 586-1231,689,West Wimmera (S),141.082487,-36.973706
Government,1,1211,Strathfieldsaye Primary School,Primary,O,9 Uxbridge Street ,Strathfieldsaye,VIC,3551,9 Uxbridge Street,Strathfieldsaye,VIC,3551,(035) 439-5207,262,Greater Bendigo (C),144.352731,-36.804386
Government,1,1222,Skye Primary School,Primary,O,395 Ballarto Road ,Skye,VIC,3977,P O Box 8634,Carrum Downs,VIC,3201,(039) 786-1555,217,Frankston (C),145.201245,-38.117707
Government,1,1225,Tooborac Primary School,Primary,O,5185 Northern Highway ,Tooborac,VIC,3522,5185 Northern Highway,Tooborac,VIC,3522,(035) 433-5225,485,Mitchell (S),144.798145,-37.039779
Government,1,1231,Lucknow Primary School,Primary,O,Balmoral Crescent ,Bairnsdale,VIC,3875,P O Box 891,Bairnsdale,VIC,3875,(035) 152-4662,211,East Gippsland (S),147.630748,-37.812667
Government,1,1244,Upper Plenty Primary School,Primary,O,10 Clarkes Road ,Upper Plenty,VIC,3756,P O Box 496,Wallan,VIC,3756,(035) 783-1358,485,Mitchell (S),145.057874,-37.423711
Government,1,1252,Carlton North Primary School,Primary,O,60 Lee Street ,Carlton North,VIC,3054,60 LEE STREET,Carlton North,VIC,3054,(039) 347-4822,735,Yarra (C),144.973028,-37.791064
Government,1,1254,Maldon Primary School,Primary,O,109 High Street ,Maldon,VIC,3463,109 High Street,Maldon,VIC,3463,(035) 475-1484,543,Mount Alexander (S),144.065814,-36.995039
Government,1,1259,Woori Yallock Primary School,Primary,O,1360 Healesville Road ,Woori Yallock,VIC,3139,1360 Healesville Road,Woori Yallock,VIC,3139,(035) 964-7258,745,Yarra Ranges (S),145.5326881,-37.77737209
Government,1,1263,Moyston Primary School,Primary,O,1349 Ararat-Halls Gap Road ,Moyston,VIC,3377,Post Office,Moyston,VIC,3377,(035) 354-2537,26,Ararat (RC),142.76785,-37.301664
Government,1,1270,Buninyong Primary School,Primary,O,202 Simpson Street ,Buninyong,VIC,3357,202 Simpson Street,Buninyong,VIC,3357,(035) 341-3560,57,Ballarat (C),143.8857746,-37.65410344
Government,1,1273,Marysville Primary School,Primary,O,15 Falls Road ,Marysville,VIC,3779,15 Falls Road,Marysville,VIC,3779,(035) 963-3256,562,Murrindindi (S),145.748939,-37.511982
Government,1,1275,Langley Primary School,Primary,O,Crn Kyneton/Heathcote & Parsells Rd ,Langley,VIC,3444,RSD 38 Redesdale Road,Langley,VIC,3444,(035) 423-4125,543,Mount Alexander (S),144.489657,-37.17118
Government,1,1277,Wandong Primary School,Primary,O,Rail Street ,Wandong,VIC,3758,P O Box 402,Wandong,VIC,3758,(035) 787-1232,485,Mitchell (S),145.027861,-37.360304
Government,1,1282,Cowes Primary School,Primary,O,177 Settlement Road ,Cowes,VIC,3922,P O Box 44,Cowes,VIC,3922,(035) 952-2132,74,Bass Coast (S),145.241315,-38.456278
Government,1,1288,Bullarto Primary School,Primary,O,131 Bullarto South Road ,Bullarto,VIC,3461,131 Bullarto South Road,Bullarto,VIC,3461,(035) 348-5559,291,Hepburn (S),144.218221,-37.405379
Government,1,1293,Lismore Primary School,Primary,O,77 William Street ,Lismore,VIC,3324,P O Box 20,Lismore,VIC,3324,(035) 596-2121,183,Corangamite (S),143.3392983,-37.95459656
Government,1,1295,Lower Plenty Primary School,Primary,O,126-146 Main Road ,Lower Plenty,VIC,3093,P O BOX 9,Lower Plenty,VIC,3093,(039) 435-2585,66,Banyule (C),145.115498,-37.726172
Government,1,1316,Specimen Hill Primary School,Primary,O,Inglewood Street ,Golden Square,VIC,3555,Inglewood Street,Golden Square,VIC,3555,(035) 443-5353,262,Greater Bendigo (C),144.248897,-36.762065
Government,1,1324,Bolwarra Primary School,Primary,O,249 Princes Highway ,Bolwarra,VIC,3305,249 Princes Highway,Bolwarra,VIC,3305,(035) 529-2374,241,Glenelg (S),141.613797,-38.281613
Government,1,1330,Navarre Primary School,Primary,O,High Street ,Navarre,VIC,3384,High Street,Navarre,VIC,3384,(035) 357-4256,581,Northern Grampians (S),143.111337,-36.900737
Government,1,1334,Warracknabeal Primary School,Primary,O,5 Werrigar Street ,Warracknabeal,VIC,3393,P O Box 365,Warracknabeal,VIC,3393,(035) 398-1194,763,Yarriambiack (S),142.391263,-36.257875
Government,1,1335,Moyhu Primary School,Primary,O,2799 Wangaratta-Whitfield Road ,Moyhu,VIC,3732,2799 Wangaratta-Whitfield Road,Moyhu,VIC,3732,(035) 727-9298,670,Wangaratta (RC),146.383087,-36.593173
Government,1,1347,Natte Yallock Primary School,Primary,O,10 School Road ,Natte Yallock,VIC,3465,10 School Road,Natte Yallock,VIC,3465,(035) 462-2386,599,Pyrenees (S),143.468003,-36.942129
Government,1,1360,Clifton Hill Primary School,Primary,O,185 Gold St ,Clifton Hill,VIC,3068,P O Box 468,Clifton Hill,VIC,3068,(039) 489-8333,735,Yarra (C),144.989245,-37.792308
Government,1,1362,Christmas Hills Primary School,Primary,O,1409 Eltham-yarra Glen Road ,Christmas Hills,VIC,3775,1409 Eltham - Yarra Glen Road,Christmas Hills,VIC,3775,(039) 730-1238,571,Nillumbik (S),145.3041635,-37.65393692
Government,1,1365,Tallangatta Primary School,Primary,O,1 Wonga Grove ,Tallangatta,VIC,3700,P O Box 83,Tallangatta,VIC,3700,(026) 071-2590,667,Towong (S),147.1741969,-36.21479715
Government,1,1366,Kialla Central Primary School,Primary,O,128 Central Kialla Road ,Kialla,VIC,3631,128 Central Kialla Road,Kialla,VIC,3631,(035) 827-1373,283,Greater Shepparton (C),145.431154,-36.452703
Government,1,1368,Mount Eliza Primary School,Primary,O,Wooralla Drive ,Mount Eliza,VIC,3930,P O Box 305,Mount Eliza,VIC,3930,(039) 787-1385,534,Mornington Peninsula (S),145.09203,-38.195467
Government,1,1369,San Remo Primary School,Primary,O,22 Bergin Grove ,San Remo,VIC,3925,PO Box 231,San Remo,VIC,3925,(035) 678-5354,74,Bass Coast (S),145.369453,-38.523852
Government,1,1372,Dimboola Primary School,Primary,O,Hindmarsh Street ,Dimboola,VIC,3414,P O Box 241,Dimboola,VIC,3414,(035) 389-1270,298,Hindmarsh (S),142.030403,-36.453364
Government,1,1373,Whorouly Primary School,Primary,O,18 Church Street ,Whorouly,VIC,3735,18 Church Street,Whorouly,VIC,3735,(035) 727-1363,670,Wangaratta (RC),146.586653,-36.505442
Government,1,1379,Merrijig Primary School,Primary,O,1820 Mount Buller Road ,Merrijig,VIC,3723,1820 Mt. Buller Road,Merrijig,VIC,3723,(035) 777-5559,425,Mansfield (S),146.25688,-37.102798
Government,1,1386,Lethbridge Primary School,Primary,O,2 Stephenson Street ,Lethbridge,VIC,3332,2 Stephenson Street,Lethbridge,VIC,3332,(035) 281-7214,249,Golden Plains (S),144.134564,-37.969062
Government,1,1399,Oxley Primary School,Primary,O,1050 Wangaratta-Whitfield Road ,Oxley,VIC,3678,1050 Wangaratta Whitfield Road,Oxley,VIC,3678,(035) 727-3312,670,Wangaratta (RC),146.360637,-36.441561
Government,1,1401,Northcote Primary School,Primary,O,33 Helen Street ,Northcote,VIC,3070,P O Box 210,Northcote,VIC,3070,(039) 481-0009,189,Darebin (C),144.99688,-37.771758
Government,1,1402,North Melbourne Primary School,Primary,O,210 Errol Street ,North Melbourne,VIC,3051,210 Errol St,North Melbourne,VIC,3051,(039) 329-6902,460,Melbourne (C),144.950779,-37.798613
Government,1,1403,Dandenong Primary School,Primary,O,174-182 Foster Street ,Dandenong,VIC,3175,174-182 Foster Street,Dandenong,VIC,3175,(039) 792-2743,267,Greater Dandenong (C),145.219821,-37.987917
Government,1,1408,Malmsbury Primary School,Primary,O,28 Cameron Street ,Malmsbury,VIC,3446,28 Cameron Street,Malmsbury,VIC,3446,(035) 423-2284,413,Macedon Ranges (S),144.3869427,-37.187315
Government,1,1409,Williamstown North Primary School,Primary,O,133 Melbourne Road ,Williamstown,VIC,3016,133 MELBOURNE RD,Williamstown North,VIC,3016,(039) 397-5722,311,Hobsons Bay (C),144.891757,-37.855902
Government,1,1410,Kerang Primary School,Primary,O,75 - 79 Victoria Street ,Kerang,VIC,3579,P O Box 19,Kerang,VIC,3579,(035) 450-3181,225,Gannawarra (S),143.921138,-35.731693
Government,1,1417,Drouin West Primary School,Primary,O,535 Main Neerim Road ,Drouin West,VIC,3818,P O Box 176,Drouin,VIC,3818,(035) 625-1971,83,Baw Baw (S),145.871719,-38.087115
Government,1,1420,Meredith Primary School,Primary,O,5 Wallace Street ,Meredith,VIC,3333,5 Wallace Street,Meredith,VIC,3333,(035) 286-1313,249,Golden Plains (S),144.0778091,-37.84271017
Government,1,1422,Edi Upper Primary School,Primary,O,832 Edi-Cheshunt Road ,Edi Upper,VIC,3678,832 Edi Cheshunt Road,Edi Upper,VIC,3678,(035) 729-3560,670,Wangaratta (RC),146.448811,-36.706471
Government,1,1428,Eaglehawk North Primary School,Primary,O,1-9 Bendigo-Pyramid Road ,Eaglehawk,VIC,3556,P O Box 11,Eaglehawk,VIC,3556,(035) 446-8366,262,Greater Bendigo (C),144.237274,-36.706762
Government,1,1432,Mooroopna Primary School,Primary,O,16-18 O'Brien Street ,Mooroopna,VIC,3629,P O Box 279,Mooroopna,VIC,3629,(035) 825-2060,283,Greater Shepparton (C),145.360292,-36.391363
Government,1,1434,Cairnlea Park Primary School,Primary,O,49 Carmody Drive ,Cairnlea,VIC,3023,49 Carmody Drive,Cairnlea,VIC,3023,(039) 363-1187,118,Brimbank (C),144.787257,-37.757556
Government,1,1435,Ballan Primary School,Primary,O,8-14 Duncan Street ,Ballan,VIC,3342,8-14 DUNCAN STREET,Ballan,VIC,3342,(035) 368-1072,515,Moorabool (S),144.2311016,-37.60168009
Government,1,1436,Mount Pleasant Primary School,Primary,O,401 Cobden Street ,Ballarat,VIC,3350,401 Cobden Street,Ballarat,VIC,3350,(035) 332-3646,57,Ballarat (C),143.8581493,-37.5779428
Government,1,1441,Tatura Primary School,Primary,O,28-40 Albert Street ,Tatura,VIC,3616,P O Box 256,Tatura,VIC,3616,(035) 824-1684,283,Greater Shepparton (C),145.229923,-36.444966
Government,1,1455,Toolamba Primary School,Primary,O,69-77 Wren Street ,Toolamba,VIC,3614,69-77 Wren Street,Toolamba,VIC,3614,(035) 826-5212,283,Greater Shepparton (C),145.344182,-36.490521
Government,1,1458,Harston Primary School,Primary,O,155 Harston Road ,Tatura,VIC,3616,155 Harston Road,Tatura,VIC,3616,(035) 854-8317,283,Greater Shepparton (C),145.141754,-36.469859
